State,Year,Quarter,Pincode,No_of_Regusers
assam,2019,2,786001,13366
assam,2019,2,781009,12874
assam,2019,2,781028,12313
assam,2019,3,781032,27912
assam,2019,3,781022,22162
assam,2019,3,781001,20205
assam,2019,3,781038,17651
assam,2019,3,783380,16289
assam,2019,3,785001,16065
assam,2019,3,781011,15923
assam,2019,3,781009,15432
assam,2019,3,786001,15231
assam,2019,3,781028,13989
assam,2019,4,781032,30419
assam,2019,4,781022,24236
assam,2019,4,781001,21980
assam,2019,4,781038,19306
assam,2019,4,783380,17946
assam,2019,4,785001,17515
assam,2019,4,781011,17500
assam,2019,4,781009,17023
assam,2019,4,786001,16755
assam,2019,4,781028,15378
assam,2020,1,781032,33205
assam,2020,1,781022,26607
assam,2020,1,781001,24106
assam,2020,1,781038,21242
assam,2020,1,783380,19871
assam,2020,1,781011,19355
assam,2020,1,785001,19193
assam,2020,1,781009,18666
assam,2020,1,786001,18552
assam,2020,1,781028,17121
assam,2020,2,781032,36494
assam,2020,2,781022,29237
assam,2020,2,781001,26634
assam,2020,2,781038,23439
assam,2020,2,783380,22873
assam,2020,2,781011,21654
assam,2020,2,785001,21271
assam,2020,2,786001,20738
assam,2020,2,781009,19800
assam,2020,2,781028,19046
assam,2020,3,781032,39646
assam,2020,3,781022,31853
assam,2020,3,781001,29045
assam,2020,3,781038,25600
assam,2020,3,783380,25150
assam,2020,3,781011,23762
assam,2020,3,785001,23212
assam,2020,3,786001,22736
assam,2020,3,781028,20913
assam,2020,3,781009,20809
assam,2020,4,781032,43335
assam,2020,4,781022,34873
assam,2020,4,781001,31894
assam,2020,4,781038,27985
assam,2020,4,783380,27308
assam,2020,4,781011,26044
assam,2020,4,785001,25298
assam,2020,4,786001,24846
assam,2020,4,781028,22952
assam,2020,4,782435,22802
assam,2021,1,781032,46783
assam,2021,1,781022,37652
assam,2021,1,781001,34483
assam,2021,1,781038,30260
assam,2021,1,783380,29414
assam,2021,1,781011,28064
assam,2021,1,785001,27259
assam,2021,1,786001,26762
assam,2021,1,781028,24813
assam,2021,1,782435,24658
assam,2021,2,781032,49999
assam,2021,2,781022,40254
assam,2021,2,781001,36847
assam,2021,2,781038,32353
assam,2021,2,783380,31551
assam,2021,2,781011,30045
assam,2021,2,785001,29194
assam,2021,2,786001,28664
assam,2021,2,781028,26557
assam,2021,2,782435,26455
assam,2021,3,781032,53594
assam,2021,3,781022,43191
assam,2021,3,781001,39514
assam,2021,3,781038,34724
assam,2021,3,783380,34031
assam,2021,3,781011,32293
assam,2021,3,785001,31327
assam,2021,3,786001,30785
assam,2021,3,782435,28639
assam,2021,3,781028,28555
assam,2021,4,781032,57249
assam,2021,4,781022,46108
assam,2021,4,781001,42225
assam,2021,4,781038,37135
assam,2021,4,783380,36481
assam,2021,4,781011,34495
assam,2021,4,785001,33508
assam,2021,4,786001,32892
assam,2021,4,782435,30729
assam,2021,4,781028,30534
assam,2022,1,781032,60632
assam,2022,1,781022,48859
assam,2022,1,781001,44765
assam,2022,1,781038,39366
assam,2022,1,783380,38840
assam,2022,1,781011,36583
assam,2022,1,785001,35517
assam,2022,1,786001,34879
assam,2022,1,782435,32753
assam,2022,1,781028,32414
assam,2022,2,781032,63866
assam,2022,2,781022,51543
assam,2022,2,781001,47222
assam,2022,2,781038,41519
assam,2022,2,783380,41067
assam,2022,2,781011,38612
assam,2022,2,785001,37438
assam,2022,2,786001,36760
assam,2022,2,782435,34642
assam,2022,2,781028,34231
assam,2022,3,781032,67280
assam,2022,3,781022,54277
assam,2022,3,781001,49784
assam,2022,3,781038,43745
assam,2022,3,783380,43396
assam,2022,3,781011,40762
assam,2022,3,785001,39413
assam,2022,3,786001,38716
assam,2022,3,782435,36615
assam,2022,3,781028,36089
assam,2022,4,781032,70664
assam,2022,4,781022,57039
assam,2022,4,781001,52292
assam,2022,4,781038,45987
assam,2022,4,783380,45548
assam,2022,4,781011,42885
assam,2022,4,785001,41419
assam,2022,4,786001,40689
assam,2022,4,782435,38441
assam,2022,4,781028,37934
bihar,2018,1,800001,71092
bihar,2018,1,800006,51989
bihar,2018,1,800020,46299
bihar,2018,1,845401,26349
bihar,2018,1,823001,22311
bihar,2018,1,801503,20404
bihar,2018,1,845438,20223
bihar,2018,1,842001,20084
bihar,2018,1,812001,20071
bihar,2018,1,842002,20024
bihar,2018,2,800001,94711
bihar,2018,2,800006,68659
bihar,2018,2,800020,60774
bihar,2018,2,845401,36977
bihar,2018,2,823001,30395
bihar,2018,2,845438,28375
bihar,2018,2,842001,27334
bihar,2018,2,801503,27233
bihar,2018,2,812001,26979
bihar,2018,2,842002,26341
bihar,2018,3,800001,112494
bihar,2018,3,800006,82368
bihar,2018,3,800020,72430
bihar,2018,3,845401,45977
bihar,2018,3,823001,37326
bihar,2018,3,845438,35432
bihar,2018,3,842001,32797
bihar,2018,3,801503,32597
bihar,2018,3,812001,31778
bihar,2018,3,842002,31195
bihar,2018,4,800001,134254
bihar,2018,4,800006,97937
bihar,2018,4,800020,86072
bihar,2018,4,845401,56938
bihar,2018,4,823001,46023
bihar,2018,4,845438,44617
bihar,2018,4,842001,39428
bihar,2018,4,801503,39106
bihar,2018,4,812001,38300
bihar,2018,4,802301,38256
bihar,2019,1,800001,155763
bihar,2019,1,800006,112180
bihar,2019,1,800020,98591
bihar,2019,1,845401,67473
bihar,2019,1,823001,53758
bihar,2019,1,845438,53452
bihar,2019,1,801503,45773
bihar,2019,1,842001,45763
bihar,2019,1,802301,44801
bihar,2019,1,812001,44256
bihar,2019,2,800001,176131
bihar,2019,2,800006,122307
bihar,2019,2,800020,108548
bihar,2019,2,845401,76909
bihar,2019,2,845438,61028
bihar,2019,2,823001,59743
bihar,2019,2,842001,52549
bihar,2019,2,801503,51154
bihar,2019,2,802301,50446
bihar,2019,2,812001,50398
bihar,2019,3,800001,194197
bihar,2019,3,800006,131686
bihar,2019,3,800020,117437
bihar,2019,3,845401,85543
bihar,2019,3,845438,68041
bihar,2019,3,823001,65720
bihar,2019,3,842001,58919
bihar,2019,3,801503,56571
bihar,2019,3,812001,55738
bihar,2019,3,802301,55612
bihar,2019,4,800001,210421
bihar,2019,4,800006,141267
bihar,2019,4,800020,126595
bihar,2019,4,845401,95162
bihar,2019,4,845438,76410
bihar,2019,4,823001,71999
bihar,2019,4,842001,64740
bihar,2019,4,801503,61692
bihar,2019,4,802301,61027
bihar,2019,4,812001,60690
bihar,2020,1,800001,226061
bihar,2020,1,800006,149937
bihar,2020,1,800020,135524
bihar,2020,1,845401,105308
bihar,2020,1,845438,85599
bihar,2020,1,823001,78258
bihar,2020,1,842001,70891
bihar,2020,1,801503,66952
bihar,2020,1,846004,66311
bihar,2020,1,802301,66179
bihar,2020,2,800001,239180
bihar,2020,2,800006,156697
bihar,2020,2,800020,143564
bihar,2020,2,845401,116500
bihar,2020,2,845438,95794
bihar,2020,2,823001,84238
bihar,2020,2,842001,76881
bihar,2020,2,801503,72440
bihar,2020,2,846004,72384
bihar,2020,2,802301,71937
bihar,2020,3,800001,254577
bihar,2020,3,800006,165587
bihar,2020,3,800020,153436
bihar,2020,3,845401,128397
bihar,2020,3,845438,105491
bihar,2020,3,823001,91491
bihar,2020,3,842001,83156
bihar,2020,3,846004,79075
bihar,2020,3,801503,78835
bihar,2020,3,802301,77893
bihar,2020,4,800001,271953
bihar,2020,4,800006,176286
bihar,2020,4,800020,164391
bihar,2020,4,845401,139691
bihar,2020,4,845438,114907
bihar,2020,4,823001,98986
bihar,2020,4,842001,89605
bihar,2020,4,846004,85920
bihar,2020,4,801503,85326
bihar,2020,4,802301,84588
bihar,2021,1,800001,291064
bihar,2021,1,800006,188807
bihar,2021,1,800020,176118
bihar,2021,1,845401,151249
bihar,2021,1,845438,124418
bihar,2021,1,823001,106623
bihar,2021,1,842001,96473
bihar,2021,1,846004,92791
bihar,2021,1,801503,91718
bihar,2021,1,802301,91053
bihar,2021,2,800001,310396
bihar,2021,2,800006,201509
bihar,2021,2,800020,187797
bihar,2021,2,845401,162194
bihar,2021,2,845438,133423
bihar,2021,2,823001,113959
bihar,2021,2,842001,103177
bihar,2021,2,846004,99223
bihar,2021,2,801503,98037
bihar,2021,2,802301,97433
bihar,2021,3,800001,331994
bihar,2021,3,800006,215907
bihar,2021,3,800020,200899
bihar,2021,3,845401,174765
bihar,2021,3,845438,143642
bihar,2021,3,823001,122153
bihar,2021,3,842001,110719
bihar,2021,3,846004,106541
bihar,2021,3,801503,105096
bihar,2021,3,802301,104690
bihar,2021,4,800001,354049
bihar,2021,4,800006,230673
bihar,2021,4,800020,214343
bihar,2021,4,845401,187426
bihar,2021,4,845438,154094
bihar,2021,4,823001,130535
bihar,2021,4,842001,118411
bihar,2021,4,846004,113937
bihar,2021,4,801503,112216
bihar,2021,4,802301,112066
bihar,2022,1,800001,374585
bihar,2022,1,800006,244496
bihar,2022,1,800020,226982
bihar,2022,1,845401,199667
bihar,2022,1,845438,164043
bihar,2022,1,823001,138345
bihar,2022,1,842001,125613
bihar,2022,1,846004,120989
bihar,2022,1,802301,119021
bihar,2022,1,801503,118829
bihar,2022,2,800001,394289
bihar,2022,2,800006,257919
bihar,2022,2,800020,239192
bihar,2022,2,845401,211280
bihar,2022,2,845438,173688
bihar,2022,2,823001,145953
bihar,2022,2,842001,132578
bihar,2022,2,846004,127805
bihar,2022,2,802301,125702
bihar,2022,2,801503,125223
bihar,2022,3,800001,414926
bihar,2022,3,800006,272017
bihar,2022,3,800020,251896
bihar,2022,3,845401,223461
bihar,2022,3,845438,183758
bihar,2022,3,823001,153810
bihar,2022,3,842001,139844
bihar,2022,3,846004,134888
bihar,2022,3,802301,132748
bihar,2022,3,801503,131911
bihar,2022,4,800001,435858
bihar,2022,4,800006,286403
bihar,2022,4,800020,264853
bihar,2022,4,845401,235479
bihar,2022,4,845438,193467
bihar,2022,4,823001,161778
bihar,2022,4,842001,147230
bihar,2022,4,846004,142051
bihar,2022,4,802301,139772
bihar,2022,4,801503,138639
chandigarh,2018,1,160101,11805
chandigarh,2018,1,160002,10228
chandigarh,2018,1,160036,9118
chandigarh,2018,1,160047,8701
chandigarh,2018,1,160022,7205
chandigarh,2018,1,160014,5082
chandigarh,2018,1,160015,3791
chandigarh,2018,1,160030,3568
chandigarh,2018,1,160019,3384
chandigarh,2018,1,160020,3161
chandigarh,2018,2,160101,15846
chandigarh,2018,2,160002,13532
chandigarh,2018,2,160036,12172
chandigarh,2018,2,160047,11636
chandigarh,2018,2,160022,9558
chandigarh,2018,2,160014,7019
chandigarh,2018,2,160015,4883
chandigarh,2018,2,160030,4840
chandigarh,2018,2,160019,4407
chandigarh,2018,2,160020,4165
chandigarh,2018,3,160101,19810
chandigarh,2018,3,160002,16929
chandigarh,2018,3,160036,15103
chandigarh,2018,3,160047,14492
chandigarh,2018,3,160022,11963
chandigarh,2018,3,160014,8884
chandigarh,2018,3,160015,6087
chandigarh,2018,3,160030,5895
chandigarh,2018,3,160019,5610
chandigarh,2018,3,160020,5211
chandigarh,2018,4,160101,24670
chandigarh,2018,4,160002,21350
chandigarh,2018,4,160036,18721
chandigarh,2018,4,160047,17732
chandigarh,2018,4,160022,14640
chandigarh,2018,4,160014,11285
chandigarh,2018,4,160015,7435
chandigarh,2018,4,160030,7194
chandigarh,2018,4,160019,6759
chandigarh,2018,4,160020,6374
chandigarh,2019,1,160101,29177
chandigarh,2019,1,160002,25286
chandigarh,2019,1,160036,22093
chandigarh,2019,1,160047,20696
chandigarh,2019,1,160022,17171
chandigarh,2019,1,160014,13548
chandigarh,2019,1,160015,8582
chandigarh,2019,1,160030,8239
chandigarh,2019,1,160019,7885
chandigarh,2019,1,160020,7361
chandigarh,2019,2,160101,33226
chandigarh,2019,2,160002,28840
chandigarh,2019,2,160036,25318
chandigarh,2019,2,160047,23915
chandigarh,2019,2,160022,19707
chandigarh,2019,2,160014,15583
chandigarh,2019,2,160015,9647
chandigarh,2019,2,160030,9337
chandigarh,2019,2,160011,8964
chandigarh,2019,2,160019,8898
chandigarh,2019,3,160101,36777
chandigarh,2019,3,160002,31994
chandigarh,2019,3,160036,28167
chandigarh,2019,3,160047,26498
chandigarh,2019,3,160022,21892
chandigarh,2019,3,160014,17435
chandigarh,2019,3,160011,10735
chandigarh,2019,3,160015,10628
chandigarh,2019,3,160030,10239
chandigarh,2019,3,160019,9821
chandigarh,2019,4,160101,39986
chandigarh,2019,4,160002,34899
chandigarh,2019,4,160036,30449
chandigarh,2019,4,160047,28715
chandigarh,2019,4,160022,23574
chandigarh,2019,4,160014,19040
chandigarh,2019,4,160011,11692
chandigarh,2019,4,160015,11476
chandigarh,2019,4,160030,10959
chandigarh,2019,4,160019,10540
chandigarh,2020,1,160101,43456
chandigarh,2020,1,160002,37722
chandigarh,2020,1,160036,33042
chandigarh,2020,1,160047,31101
chandigarh,2020,1,160022,25119
chandigarh,2020,1,160014,21073
chandigarh,2020,1,160011,12511
chandigarh,2020,1,160015,12196
chandigarh,2020,1,160030,11732
chandigarh,2020,1,160019,11241
chandigarh,2020,2,160101,47100
chandigarh,2020,2,160002,40795
chandigarh,2020,2,160036,35489
chandigarh,2020,2,160047,33566
chandigarh,2020,2,160022,26409
chandigarh,2020,2,160014,23291
chandigarh,2020,2,160011,13058
chandigarh,2020,2,160015,12817
chandigarh,2020,2,160030,12456
chandigarh,2020,2,160019,11973
chandigarh,2020,3,160101,50901
chandigarh,2020,3,160002,44149
chandigarh,2020,3,160036,38339
chandigarh,2020,3,160047,36323
chandigarh,2020,3,160022,28178
chandigarh,2020,3,160014,25601
chandigarh,2020,3,160015,13598
chandigarh,2020,3,160011,13532
chandigarh,2020,3,160030,13346
chandigarh,2020,3,160019,12815
chandigarh,2020,4,160101,55221
chandigarh,2020,4,160002,47806
chandigarh,2020,4,160036,41473
chandigarh,2020,4,160047,39470
chandigarh,2020,4,160022,30329
chandigarh,2020,4,160014,27809
chandigarh,2020,4,160015,14608
chandigarh,2020,4,160030,14336
chandigarh,2020,4,160011,14092
chandigarh,2020,4,160019,13806
chandigarh,2021,1,160101,59366
chandigarh,2021,1,160002,51384
chandigarh,2021,1,160036,44518
chandigarh,2021,1,160047,42473
chandigarh,2021,1,160022,32441
chandigarh,2021,1,160014,29983
chandigarh,2021,1,160015,15642
chandigarh,2021,1,160030,15357
chandigarh,2021,1,160011,14949
chandigarh,2021,1,160019,14773
chandigarh,2021,2,160101,63492
chandigarh,2021,2,160002,54973
chandigarh,2021,2,160036,47535
chandigarh,2021,2,160047,45337
chandigarh,2021,2,160022,34573
chandigarh,2021,2,160014,32068
chandigarh,2021,2,160015,16673
chandigarh,2021,2,160030,16402
chandigarh,2021,2,160011,15925
chandigarh,2021,2,160019,15784
chandigarh,2021,3,160101,68033
chandigarh,2021,3,160002,58992
chandigarh,2021,3,160036,50920
chandigarh,2021,3,160047,48505
chandigarh,2021,3,160022,36978
chandigarh,2021,3,160014,34469
chandigarh,2021,3,160015,17785
chandigarh,2021,3,160030,17596
chandigarh,2021,3,160011,16987
chandigarh,2021,3,160019,16871
chandigarh,2021,4,160101,72637
chandigarh,2021,4,160002,62969
chandigarh,2021,4,160036,54223
chandigarh,2021,4,160047,51660
chandigarh,2021,4,160022,39282
chandigarh,2021,4,160014,36857
chandigarh,2021,4,160015,18899
chandigarh,2021,4,160030,18735
chandigarh,2021,4,160011,18061
chandigarh,2021,4,160019,17944
chandigarh,2022,1,160101,76960
chandigarh,2022,1,160002,66680
chandigarh,2022,1,160036,57265
chandigarh,2022,1,160047,54598
chandigarh,2022,1,160022,41445
chandigarh,2022,1,160014,39045
chandigarh,2022,1,160015,19940
chandigarh,2022,1,160030,19799
chandigarh,2022,1,160011,19085
chandigarh,2022,1,160019,18943
chandigarh,2022,2,160101,81030
chandigarh,2022,2,160002,70202
chandigarh,2022,2,160036,60207
chandigarh,2022,2,160047,57439
chandigarh,2022,2,160022,43479
chandigarh,2022,2,160014,41121
chandigarh,2022,2,160015,20944
chandigarh,2022,2,160030,20822
chandigarh,2022,2,160011,20043
chandigarh,2022,2,160019,19907
chandigarh,2022,3,160101,85368
chandigarh,2022,3,160002,73870
chandigarh,2022,3,160036,63231
chandigarh,2022,3,160047,60295
chandigarh,2022,3,160022,45609
chandigarh,2022,3,160014,43314
chandigarh,2022,3,160015,21953
chandigarh,2022,3,160030,21889
chandigarh,2022,3,160011,21003
chandigarh,2022,3,160019,20886
chandigarh,2022,4,160101,89650
chandigarh,2022,4,160002,77592
chandigarh,2022,4,160036,66174
chandigarh,2022,4,160047,63191
chandigarh,2022,4,160022,47654
chandigarh,2022,4,160014,45488
chandigarh,2022,4,160015,22959
chandigarh,2022,4,160030,22922
chandigarh,2022,4,160011,22005
chandigarh,2022,4,160019,21875
chhattisgarh,2018,1,492001,33697
chhattisgarh,2018,1,495001,31414
chhattisgarh,2018,1,497001,17641
chhattisgarh,2018,1,491001,16037
chhattisgarh,2018,1,496005,14858
chhattisgarh,2018,1,490023,14149
chhattisgarh,2018,1,490006,13820
chhattisgarh,2018,1,491441,13502
chhattisgarh,2018,1,492009,12380
chhattisgarh,2018,1,495450,11340
chhattisgarh,2018,2,492001,46075
chhattisgarh,2018,2,495001,42241
chhattisgarh,2018,2,497001,24183
chhattisgarh,2018,2,491001,21986
chhattisgarh,2018,2,496005,20104
chhattisgarh,2018,2,490023,19029
chhattisgarh,2018,2,491441,18770
chhattisgarh,2018,2,490006,18260
chhattisgarh,2018,2,492009,16914
chhattisgarh,2018,2,495450,15410
chhattisgarh,2018,3,492001,56931
chhattisgarh,2018,3,495001,51338
chhattisgarh,2018,3,497001,31248
chhattisgarh,2018,3,491001,26913
chhattisgarh,2018,3,496005,24939
chhattisgarh,2018,3,491441,23726
chhattisgarh,2018,3,490023,22719
chhattisgarh,2018,3,490006,21320
chhattisgarh,2018,3,492009,20833
chhattisgarh,2018,3,495450,19323
chhattisgarh,2018,4,492001,70803
chhattisgarh,2018,4,495001,63849
chhattisgarh,2018,4,497001,39828
chhattisgarh,2018,4,491001,33311
chhattisgarh,2018,4,496005,31493
chhattisgarh,2018,4,491441,29687
chhattisgarh,2018,4,490023,27817
chhattisgarh,2018,4,492009,26001
chhattisgarh,2018,4,490006,25695
chhattisgarh,2018,4,495450,24526
chhattisgarh,2019,1,492001,86083
chhattisgarh,2019,1,495001,75175
chhattisgarh,2019,1,497001,47425
chhattisgarh,2019,1,491001,40489
chhattisgarh,2019,1,496005,37229
chhattisgarh,2019,1,491441,35384
chhattisgarh,2019,1,490023,33849
chhattisgarh,2019,1,492009,32208
chhattisgarh,2019,1,490006,30575
chhattisgarh,2019,1,495450,28696
chhattisgarh,2019,2,492001,101202
chhattisgarh,2019,2,495001,83752
chhattisgarh,2019,2,497001,53805
chhattisgarh,2019,2,491001,47000
chhattisgarh,2019,2,496005,41612
chhattisgarh,2019,2,491441,40731
chhattisgarh,2019,2,490023,38778
chhattisgarh,2019,2,492009,37269
chhattisgarh,2019,2,490006,34533
chhattisgarh,2019,2,495450,31991
chhattisgarh,2019,3,492001,114627
chhattisgarh,2019,3,495001,91881
chhattisgarh,2019,3,497001,60207
chhattisgarh,2019,3,491001,53426
chhattisgarh,2019,3,496005,45607
chhattisgarh,2019,3,491441,45344
chhattisgarh,2019,3,490023,43443
chhattisgarh,2019,3,492009,41984
chhattisgarh,2019,3,490006,38436
chhattisgarh,2019,3,495450,35125
chhattisgarh,2019,4,492001,126984
chhattisgarh,2019,4,495001,101245
chhattisgarh,2019,4,497001,67647
chhattisgarh,2019,4,491001,59454
chhattisgarh,2019,4,491441,50228
chhattisgarh,2019,4,496005,49927
chhattisgarh,2019,4,490023,47785
chhattisgarh,2019,4,492009,46345
chhattisgarh,2019,4,490006,42008
chhattisgarh,2019,4,495450,38901
chhattisgarh,2020,1,492001,140048
chhattisgarh,2020,1,495001,110715
chhattisgarh,2020,1,497001,74566
chhattisgarh,2020,1,491001,65631
chhattisgarh,2020,1,491441,55399
chhattisgarh,2020,1,496005,54386
chhattisgarh,2020,1,490023,52266
chhattisgarh,2020,1,492009,51146
chhattisgarh,2020,1,490006,45425
chhattisgarh,2020,1,495450,42930
chhattisgarh,2020,2,492001,151787
chhattisgarh,2020,2,495001,120117
chhattisgarh,2020,2,497001,83017
chhattisgarh,2020,2,491001,72228
chhattisgarh,2020,2,491441,62172
chhattisgarh,2020,2,496005,59452
chhattisgarh,2020,2,490023,56411
chhattisgarh,2020,2,492009,55679
chhattisgarh,2020,2,490006,48734
chhattisgarh,2020,2,495450,47509
chhattisgarh,2020,3,492001,164803
chhattisgarh,2020,3,495001,131279
chhattisgarh,2020,3,497001,92438
chhattisgarh,2020,3,491001,79505
